"contador";"tiempo";"numero1";"numero2";"numero3";"jornada"
51590;"14:19:49";14;19;49;Tarde
51591;"14:19:50";14;19;50;Tarde
51592;"14:19:51";14;19;51;Tarde
51593;"14:19:52";14;19;52;Tarde
51594;"14:19:53";14;19;53;Tarde
51595;"14:19:54";14;19;54;Tarde
51596;"14:19:55";14;19;55;Tarde
51597;"14:19:56";14;19;56;Tarde
51598;"14:19:57";14;19;57;Tarde
51599;"14:19:58";14;19;58;Tarde
51600;"14:19:59";14;19;59;Tarde
51601;"14:20:00";14;20;0;Tarde
51602;"14:20:01";14;20;1;Tarde
51603;"14:20:02";14;20;2;Tarde
51604;"14:20:03";14;20;3;Tarde
51605;"14:20:04";14;20;4;Tarde
51606;"14:20:05";14;20;5;Tarde
51607;"14:20:06";14;20;6;Tarde
51608;"14:20:07";14;20;7;Tarde
51609;"14:20:08";14;20;8;Tarde
51610;"14:20:09";14;20;9;Tarde
51611;"14:20:10";14;20;10;Tarde
51612;"14:20:11";14;20;11;Tarde
51613;"14:20:12";14;20;12;Tarde
51614;"14:20:13";14;20;13;Tarde
51615;"14:20:14";14;20;14;Tarde
51616;"14:20:15";14;20;15;Tarde
51617;"14:20:16";14;20;16;Tarde
51618;"14:20:17";14;20;17;Tarde
51619;"14:20:18";14;20;18;Tarde
51620;"14:20:19";14;20;19;Tarde
51621;"14:20:20";14;20;20;Tarde
51622;"14:20:21";14;20;21;Tarde
51623;"14:20:22";14;20;22;Tarde
51624;"14:20:23";14;20;23;Tarde
51625;"14:20:24";14;20;24;Tarde
51626;"14:20:25";14;20;25;Tarde
51627;"14:20:26";14;20;26;Tarde
51628;"14:20:27";14;20;27;Tarde
51629;"14:20:28";14;20;28;Tarde
51630;"14:20:29";14;20;29;Tarde
51631;"14:20:30";14;20;30;Tarde
51632;"14:20:31";14;20;31;Tarde
51633;"14:20:32";14;20;32;Tarde
51634;"14:20:33";14;20;33;Tarde
51635;"14:20:34";14;20;34;Tarde
51636;"14:20:35";14;20;35;Tarde
51637;"14:20:36";14;20;36;Tarde
51638;"14:20:37";14;20;37;Tarde
51639;"14:20:38";14;20;38;Tarde
51640;"14:20:39";14;20;39;Tarde
51641;"14:20:40";14;20;40;Tarde
51642;"14:20:41";14;20;41;Tarde
51643;"14:20:42";14;20;42;Tarde
51644;"14:20:43";14;20;43;Tarde
51645;"14:20:44";14;20;44;Tarde
51646;"14:20:45";14;20;45;Tarde
51647;"14:20:46";14;20;46;Tarde
51648;"14:20:47";14;20;47;Tarde
51649;"14:20:48";14;20;48;Tarde
51650;"14:20:49";14;20;49;Tarde
51651;"14:20:50";14;20;50;Tarde
51652;"14:20:51";14;20;51;Tarde
51653;"14:20:52";14;20;52;Tarde
51654;"14:20:53";14;20;53;Tarde
51655;"14:20:54";14;20;54;Tarde
51656;"14:20:55";14;20;55;Tarde
51657;"14:20:56";14;20;56;Tarde
51658;"14:20:57";14;20;57;Tarde
51659;"14:20:58";14;20;58;Tarde
51660;"14:20:59";14;20;59;Tarde
51661;"14:21:00";14;21;0;Tarde
51662;"14:21:01";14;21;1;Tarde
51663;"14:21:02";14;21;2;Tarde
51664;"14:21:03";14;21;3;Tarde
51665;"14:21:04";14;21;4;Tarde
51666;"14:21:05";14;21;5;Tarde
51667;"14:21:06";14;21;6;Tarde
51668;"14:21:07";14;21;7;Tarde
51669;"14:21:08";14;21;8;Tarde
51670;"14:21:09";14;21;9;Tarde
51671;"14:21:10";14;21;10;Tarde
51672;"14:21:11";14;21;11;Tarde
51673;"14:21:12";14;21;12;Tarde
51674;"14:21:13";14;21;13;Tarde
51675;"14:21:14";14;21;14;Tarde
51676;"14:21:15";14;21;15;Tarde
51677;"14:21:16";14;21;16;Tarde
51678;"14:21:17";14;21;17;Tarde
51679;"14:21:18";14;21;18;Tarde
51680;"14:21:19";14;21;19;Tarde
51681;"14:21:20";14;21;20;Tarde
51682;"14:21:21";14;21;21;Tarde
51683;"14:21:22";14;21;22;Tarde
51684;"14:21:23";14;21;23;Tarde
51685;"14:21:24";14;21;24;Tarde
51686;"14:21:25";14;21;25;Tarde
51687;"14:21:26";14;21;26;Tarde
51688;"14:21:27";14;21;27;Tarde
51689;"14:21:28";14;21;28;Tarde
51690;"14:21:29";14;21;29;Tarde
51691;"14:21:30";14;21;30;Tarde
51692;"14:21:31";14;21;31;Tarde
51693;"14:21:32";14;21;32;Tarde
51694;"14:21:33";14;21;33;Tarde
51695;"14:21:34";14;21;34;Tarde
51696;"14:21:35";14;21;35;Tarde
51697;"14:21:36";14;21;36;Tarde
51698;"14:21:37";14;21;37;Tarde
51699;"14:21:38";14;21;38;Tarde
51700;"14:21:39";14;21;39;Tarde
51701;"14:21:40";14;21;40;Tarde
51702;"14:21:41";14;21;41;Tarde
51703;"14:21:42";14;21;42;Tarde
51704;"14:21:43";14;21;43;Tarde
51705;"14:21:44";14;21;44;Tarde
51706;"14:21:45";14;21;45;Tarde
51707;"14:21:46";14;21;46;Tarde
51708;"14:21:47";14;21;47;Tarde
51709;"14:21:48";14;21;48;Tarde
51710;"14:21:49";14;21;49;Tarde
51711;"14:21:50";14;21;50;Tarde
51712;"14:21:51";14;21;51;Tarde
51713;"14:21:52";14;21;52;Tarde
51714;"14:21:53";14;21;53;Tarde
51715;"14:21:54";14;21;54;Tarde
51716;"14:21:55";14;21;55;Tarde
51717;"14:21:56";14;21;56;Tarde
51718;"14:21:57";14;21;57;Tarde
51719;"14:21:58";14;21;58;Tarde
51720;"14:21:59";14;21;59;Tarde
51721;"14:22:00";14;22;0;Tarde
51722;"14:22:01";14;22;1;Tarde
51723;"14:22:02";14;22;2;Tarde
51724;"14:22:03";14;22;3;Tarde
51725;"14:22:04";14;22;4;Tarde
51726;"14:22:05";14;22;5;Tarde
51727;"14:22:06";14;22;6;Tarde
51728;"14:22:07";14;22;7;Tarde
51729;"14:22:08";14;22;8;Tarde
51730;"14:22:09";14;22;9;Tarde
51731;"14:22:10";14;22;10;Tarde
51732;"14:22:11";14;22;11;Tarde
51733;"14:22:12";14;22;12;Tarde
51734;"14:22:13";14;22;13;Tarde
51735;"14:22:14";14;22;14;Tarde
51736;"14:22:15";14;22;15;Tarde
51737;"14:22:16";14;22;16;Tarde
51738;"14:22:17";14;22;17;Tarde
51739;"14:22:18";14;22;18;Tarde
51740;"14:22:19";14;22;19;Tarde
51741;"14:22:20";14;22;20;Tarde
51742;"14:22:21";14;22;21;Tarde
51743;"14:22:22";14;22;22;Tarde
51744;"14:22:23";14;22;23;Tarde
51745;"14:22:24";14;22;24;Tarde
51746;"14:22:25";14;22;25;Tarde
51747;"14:22:26";14;22;26;Tarde
51748;"14:22:27";14;22;27;Tarde
51749;"14:22:28";14;22;28;Tarde
51750;"14:22:29";14;22;29;Tarde
51751;"14:22:30";14;22;30;Tarde
51752;"14:22:31";14;22;31;Tarde
51753;"14:22:32";14;22;32;Tarde
51754;"14:22:33";14;22;33;Tarde
51755;"14:22:34";14;22;34;Tarde
51756;"14:22:35";14;22;35;Tarde
51757;"14:22:36";14;22;36;Tarde
51758;"14:22:37";14;22;37;Tarde
51759;"14:22:38";14;22;38;Tarde
51760;"14:22:39";14;22;39;Tarde
51761;"14:22:40";14;22;40;Tarde
51762;"14:22:41";14;22;41;Tarde
51763;"14:22:42";14;22;42;Tarde
51764;"14:22:43";14;22;43;Tarde
51765;"14:22:44";14;22;44;Tarde
51766;"14:22:45";14;22;45;Tarde
51767;"14:22:46";14;22;46;Tarde
51768;"14:22:47";14;22;47;Tarde
51769;"14:22:48";14;22;48;Tarde
51770;"14:22:49";14;22;49;Tarde
51771;"14:22:50";14;22;50;Tarde
51772;"14:22:51";14;22;51;Tarde
51773;"14:22:52";14;22;52;Tarde
51774;"14:22:53";14;22;53;Tarde
51775;"14:22:54";14;22;54;Tarde
51776;"14:22:55";14;22;55;Tarde
51777;"14:22:56";14;22;56;Tarde
51778;"14:22:57";14;22;57;Tarde
51779;"14:22:58";14;22;58;Tarde
51780;"14:22:59";14;22;59;Tarde
51781;"14:23:00";14;23;0;Tarde
51782;"14:23:01";14;23;1;Tarde
51783;"14:23:02";14;23;2;Tarde
51784;"14:23:03";14;23;3;Tarde
51785;"14:23:04";14;23;4;Tarde
51786;"14:23:05";14;23;5;Tarde
51787;"14:23:06";14;23;6;Tarde
51788;"14:23:07";14;23;7;Tarde
51789;"14:23:08";14;23;8;Tarde
51790;"14:23:09";14;23;9;Tarde
51791;"14:23:10";14;23;10;Tarde
51792;"14:23:11";14;23;11;Tarde
51793;"14:23:12";14;23;12;Tarde
51794;"14:23:13";14;23;13;Tarde
51795;"14:23:14";14;23;14;Tarde
51796;"14:23:15";14;23;15;Tarde
51797;"14:23:16";14;23;16;Tarde
51798;"14:23:17";14;23;17;Tarde
51799;"14:23:18";14;23;18;Tarde
51800;"14:23:19";14;23;19;Tarde
51801;"14:23:20";14;23;20;Tarde
51802;"14:23:21";14;23;21;Tarde
51803;"14:23:22";14;23;22;Tarde
51804;"14:23:23";14;23;23;Tarde
51805;"14:23:24";14;23;24;Tarde
51806;"14:23:25";14;23;25;Tarde
51807;"14:23:26";14;23;26;Tarde
51808;"14:23:27";14;23;27;Tarde
51809;"14:23:28";14;23;28;Tarde
51810;"14:23:29";14;23;29;Tarde
51811;"14:23:30";14;23;30;Tarde
51812;"14:23:31";14;23;31;Tarde
51813;"14:23:32";14;23;32;Tarde
51814;"14:23:33";14;23;33;Tarde
51815;"14:23:34";14;23;34;Tarde
51816;"14:23:35";14;23;35;Tarde
51817;"14:23:36";14;23;36;Tarde
51818;"14:23:37";14;23;37;Tarde
51819;"14:23:38";14;23;38;Tarde
51820;"14:23:39";14;23;39;Tarde
51821;"14:23:40";14;23;40;Tarde
51822;"14:23:41";14;23;41;Tarde
51823;"14:23:42";14;23;42;Tarde
51824;"14:23:43";14;23;43;Tarde
51825;"14:23:44";14;23;44;Tarde
51826;"14:23:45";14;23;45;Tarde
51827;"14:23:46";14;23;46;Tarde
51828;"14:23:47";14;23;47;Tarde
51829;"14:23:48";14;23;48;Tarde
51830;"14:23:49";14;23;49;Tarde
51831;"14:23:50";14;23;50;Tarde
51832;"14:23:51";14;23;51;Tarde
51833;"14:23:52";14;23;52;Tarde
51834;"14:23:53";14;23;53;Tarde
51835;"14:23:54";14;23;54;Tarde
51836;"14:23:55";14;23;55;Tarde
51837;"14:23:56";14;23;56;Tarde
51838;"14:23:57";14;23;57;Tarde
51839;"14:23:58";14;23;58;Tarde
51840;"14:23:59";14;23;59;Tarde
51841;"14:24:00";14;24;0;Tarde
51842;"14:24:01";14;24;1;Tarde
51843;"14:24:02";14;24;2;Tarde
51844;"14:24:03";14;24;3;Tarde
51845;"14:24:04";14;24;4;Tarde
51846;"14:24:05";14;24;5;Tarde
51847;"14:24:06";14;24;6;Tarde
51848;"14:24:07";14;24;7;Tarde
51849;"14:24:08";14;24;8;Tarde
51850;"14:24:09";14;24;9;Tarde
51851;"14:24:10";14;24;10;Tarde
51852;"14:24:11";14;24;11;Tarde
51853;"14:24:12";14;24;12;Tarde
51854;"14:24:13";14;24;13;Tarde
51855;"14:24:14";14;24;14;Tarde
51856;"14:24:15";14;24;15;Tarde
51857;"14:24:16";14;24;16;Tarde
51858;"14:24:17";14;24;17;Tarde
51859;"14:24:18";14;24;18;Tarde
51860;"14:24:19";14;24;19;Tarde
51861;"14:24:20";14;24;20;Tarde
51862;"14:24:21";14;24;21;Tarde
51863;"14:24:22";14;24;22;Tarde
51864;"14:24:23";14;24;23;Tarde
51865;"14:24:24";14;24;24;Tarde
51866;"14:24:25";14;24;25;Tarde
51867;"14:24:26";14;24;26;Tarde
51868;"14:24:27";14;24;27;Tarde
51869;"14:24:28";14;24;28;Tarde
51870;"14:24:29";14;24;29;Tarde
51871;"14:24:30";14;24;30;Tarde
51872;"14:24:31";14;24;31;Tarde
51873;"14:24:32";14;24;32;Tarde
51874;"14:24:33";14;24;33;Tarde
51875;"14:24:34";14;24;34;Tarde
51876;"14:24:35";14;24;35;Tarde
51877;"14:24:36";14;24;36;Tarde
51878;"14:24:37";14;24;37;Tarde
51879;"14:24:38";14;24;38;Tarde
51880;"14:24:39";14;24;39;Tarde
51881;"14:24:40";14;24;40;Tarde
51882;"14:24:41";14;24;41;Tarde
51883;"14:24:42";14;24;42;Tarde
51884;"14:24:43";14;24;43;Tarde
51885;"14:24:44";14;24;44;Tarde
51886;"14:24:45";14;24;45;Tarde
51887;"14:24:46";14;24;46;Tarde
51888;"14:24:47";14;24;47;Tarde
51889;"14:24:48";14;24;48;Tarde
51890;"14:24:49";14;24;49;Tarde
51891;"14:24:50";14;24;50;Tarde
51892;"14:24:51";14;24;51;Tarde
51893;"14:24:52";14;24;52;Tarde
51894;"14:24:53";14;24;53;Tarde
51895;"14:24:54";14;24;54;Tarde
51896;"14:24:55";14;24;55;Tarde
51897;"14:24:56";14;24;56;Tarde
51898;"14:24:57";14;24;57;Tarde
51899;"14:24:58";14;24;58;Tarde
51900;"14:24:59";14;24;59;Tarde
51901;"14:25:00";14;25;0;Tarde
51902;"14:25:01";14;25;1;Tarde
51903;"14:25:02";14;25;2;Tarde
51904;"14:25:03";14;25;3;Tarde
51905;"14:25:04";14;25;4;Tarde
51906;"14:25:05";14;25;5;Tarde
51907;"14:25:06";14;25;6;Tarde
51908;"14:25:07";14;25;7;Tarde
51909;"14:25:08";14;25;8;Tarde
51910;"14:25:09";14;25;9;Tarde
51911;"14:25:10";14;25;10;Tarde
51912;"14:25:11";14;25;11;Tarde
51913;"14:25:12";14;25;12;Tarde
51914;"14:25:13";14;25;13;Tarde
51915;"14:25:14";14;25;14;Tarde
51916;"14:25:15";14;25;15;Tarde
51917;"14:25:16";14;25;16;Tarde
51918;"14:25:17";14;25;17;Tarde
51919;"14:25:18";14;25;18;Tarde
51920;"14:25:19";14;25;19;Tarde
51921;"14:25:20";14;25;20;Tarde
51922;"14:25:21";14;25;21;Tarde
51923;"14:25:22";14;25;22;Tarde
51924;"14:25:23";14;25;23;Tarde
51925;"14:25:24";14;25;24;Tarde
51926;"14:25:25";14;25;25;Tarde
51927;"14:25:26";14;25;26;Tarde
51928;"14:25:27";14;25;27;Tarde
51929;"14:25:28";14;25;28;Tarde
51930;"14:25:29";14;25;29;Tarde
51931;"14:25:30";14;25;30;Tarde
51932;"14:25:31";14;25;31;Tarde
51933;"14:25:32";14;25;32;Tarde
51934;"14:25:33";14;25;33;Tarde
51935;"14:25:34";14;25;34;Tarde
51936;"14:25:35";14;25;35;Tarde
51937;"14:25:36";14;25;36;Tarde
51938;"14:25:37";14;25;37;Tarde
51939;"14:25:38";14;25;38;Tarde
51940;"14:25:39";14;25;39;Tarde
51941;"14:25:40";14;25;40;Tarde
51942;"14:25:41";14;25;41;Tarde
51943;"14:25:42";14;25;42;Tarde
51944;"14:25:43";14;25;43;Tarde
51945;"14:25:44";14;25;44;Tarde
51946;"14:25:45";14;25;45;Tarde
51947;"14:25:46";14;25;46;Tarde
51948;"14:25:47";14;25;47;Tarde
51949;"14:25:48";14;25;48;Tarde
51950;"14:25:49";14;25;49;Tarde
51951;"14:25:50";14;25;50;Tarde
51952;"14:25:51";14;25;51;Tarde
51953;"14:25:52";14;25;52;Tarde
51954;"14:25:53";14;25;53;Tarde
51955;"14:25:54";14;25;54;Tarde
51956;"14:25:55";14;25;55;Tarde
51957;"14:25:56";14;25;56;Tarde
51958;"14:25:57";14;25;57;Tarde
51959;"14:25:58";14;25;58;Tarde
51960;"14:25:59";14;25;59;Tarde
51961;"14:26:00";14;26;0;Tarde
51962;"14:26:01";14;26;1;Tarde
51963;"14:26:02";14;26;2;Tarde
51964;"14:26:03";14;26;3;Tarde
51965;"14:26:04";14;26;4;Tarde
51966;"14:26:05";14;26;5;Tarde
51967;"14:26:06";14;26;6;Tarde
51968;"14:26:07";14;26;7;Tarde
51969;"14:26:08";14;26;8;Tarde
51970;"14:26:09";14;26;9;Tarde
51971;"14:26:10";14;26;10;Tarde
51972;"14:26:11";14;26;11;Tarde
51973;"14:26:12";14;26;12;Tarde
51974;"14:26:13";14;26;13;Tarde
51975;"14:26:14";14;26;14;Tarde
51976;"14:26:15";14;26;15;Tarde
51977;"14:26:16";14;26;16;Tarde
51978;"14:26:17";14;26;17;Tarde
51979;"14:26:18";14;26;18;Tarde
51980;"14:26:19";14;26;19;Tarde
51981;"14:26:20";14;26;20;Tarde
51982;"14:26:21";14;26;21;Tarde
51983;"14:26:22";14;26;22;Tarde
51984;"14:26:23";14;26;23;Tarde
51985;"14:26:24";14;26;24;Tarde
51986;"14:26:25";14;26;25;Tarde
51987;"14:26:26";14;26;26;Tarde
51988;"14:26:27";14;26;27;Tarde
51989;"14:26:28";14;26;28;Tarde
51990;"14:26:29";14;26;29;Tarde
51991;"14:26:30";14;26;30;Tarde
51992;"14:26:31";14;26;31;Tarde
51993;"14:26:32";14;26;32;Tarde
51994;"14:26:33";14;26;33;Tarde
51995;"14:26:34";14;26;34;Tarde
51996;"14:26:35";14;26;35;Tarde
51997;"14:26:36";14;26;36;Tarde
51998;"14:26:37";14;26;37;Tarde
51999;"14:26:38";14;26;38;Tarde
52000;"14:26:39";14;26;39;Tarde
52001;"14:26:40";14;26;40;Tarde
52002;"14:26:41";14;26;41;Tarde
52003;"14:26:42";14;26;42;Tarde
52004;"14:26:43";14;26;43;Tarde
52005;"14:26:44";14;26;44;Tarde
52006;"14:26:45";14;26;45;Tarde
52007;"14:26:46";14;26;46;Tarde
52008;"14:26:47";14;26;47;Tarde
52009;"14:26:48";14;26;48;Tarde
52010;"14:26:49";14;26;49;Tarde
52011;"14:26:50";14;26;50;Tarde
52012;"14:26:51";14;26;51;Tarde
52013;"14:26:52";14;26;52;Tarde
52014;"14:26:53";14;26;53;Tarde
52015;"14:26:54";14;26;54;Tarde
52016;"14:26:55";14;26;55;Tarde
52017;"14:26:56";14;26;56;Tarde
52018;"14:26:57";14;26;57;Tarde
52019;"14:26:58";14;26;58;Tarde
52020;"14:26:59";14;26;59;Tarde
52021;"14:27:00";14;27;0;Tarde
52022;"14:27:01";14;27;1;Tarde
52023;"14:27:02";14;27;2;Tarde
52024;"14:27:03";14;27;3;Tarde
52025;"14:27:04";14;27;4;Tarde
52026;"14:27:05";14;27;5;Tarde
52027;"14:27:06";14;27;6;Tarde
52028;"14:27:07";14;27;7;Tarde
52029;"14:27:08";14;27;8;Tarde
52030;"14:27:09";14;27;9;Tarde
52031;"14:27:10";14;27;10;Tarde
52032;"14:27:11";14;27;11;Tarde
52033;"14:27:12";14;27;12;Tarde
52034;"14:27:13";14;27;13;Tarde
52035;"14:27:14";14;27;14;Tarde
52036;"14:27:15";14;27;15;Tarde
52037;"14:27:16";14;27;16;Tarde
52038;"14:27:17";14;27;17;Tarde
52039;"14:27:18";14;27;18;Tarde
52040;"14:27:19";14;27;19;Tarde
52041;"14:27:20";14;27;20;Tarde
52042;"14:27:21";14;27;21;Tarde
52043;"14:27:22";14;27;22;Tarde
52044;"14:27:23";14;27;23;Tarde
52045;"14:27:24";14;27;24;Tarde
52046;"14:27:25";14;27;25;Tarde
52047;"14:27:26";14;27;26;Tarde
52048;"14:27:27";14;27;27;Tarde
52049;"14:27:28";14;27;28;Tarde
52050;"14:27:29";14;27;29;Tarde
52051;"14:27:30";14;27;30;Tarde
52052;"14:27:31";14;27;31;Tarde
52053;"14:27:32";14;27;32;Tarde
52054;"14:27:33";14;27;33;Tarde
52055;"14:27:34";14;27;34;Tarde
52056;"14:27:35";14;27;35;Tarde
52057;"14:27:36";14;27;36;Tarde
52058;"14:27:37";14;27;37;Tarde
52059;"14:27:38";14;27;38;Tarde
52060;"14:27:39";14;27;39;Tarde
52061;"14:27:40";14;27;40;Tarde
52062;"14:27:41";14;27;41;Tarde
52063;"14:27:42";14;27;42;Tarde
52064;"14:27:43";14;27;43;Tarde
52065;"14:27:44";14;27;44;Tarde
52066;"14:27:45";14;27;45;Tarde
52067;"14:27:46";14;27;46;Tarde
52068;"14:27:47";14;27;47;Tarde
52069;"14:27:48";14;27;48;Tarde
52070;"14:27:49";14;27;49;Tarde
52071;"14:27:50";14;27;50;Tarde
52072;"14:27:51";14;27;51;Tarde
52073;"14:27:52";14;27;52;Tarde
52074;"14:27:53";14;27;53;Tarde
52075;"14:27:54";14;27;54;Tarde
52076;"14:27:55";14;27;55;Tarde
52077;"14:27:56";14;27;56;Tarde
52078;"14:27:57";14;27;57;Tarde
52079;"14:27:58";14;27;58;Tarde
52080;"14:27:59";14;27;59;Tarde
52081;"14:28:00";14;28;0;Tarde
52082;"14:28:01";14;28;1;Tarde
52083;"14:28:02";14;28;2;Tarde
52084;"14:28:03";14;28;3;Tarde
52085;"14:28:04";14;28;4;Tarde
52086;"14:28:05";14;28;5;Tarde
52087;"14:28:06";14;28;6;Tarde
52088;"14:28:07";14;28;7;Tarde
52089;"14:28:08";14;28;8;Tarde
52090;"14:28:09";14;28;9;Tarde
52091;"14:28:10";14;28;10;Tarde
52092;"14:28:11";14;28;11;Tarde
52093;"14:28:12";14;28;12;Tarde
52094;"14:28:13";14;28;13;Tarde
52095;"14:28:14";14;28;14;Tarde
52096;"14:28:15";14;28;15;Tarde
52097;"14:28:16";14;28;16;Tarde
52098;"14:28:17";14;28;17;Tarde
52099;"14:28:18";14;28;18;Tarde
52100;"14:28:19";14;28;19;Tarde
52101;"14:28:20";14;28;20;Tarde
52102;"14:28:21";14;28;21;Tarde
52103;"14:28:22";14;28;22;Tarde
52104;"14:28:23";14;28;23;Tarde
52105;"14:28:24";14;28;24;Tarde
52106;"14:28:25";14;28;25;Tarde
52107;"14:28:26";14;28;26;Tarde
52108;"14:28:27";14;28;27;Tarde
52109;"14:28:28";14;28;28;Tarde
52110;"14:28:29";14;28;29;Tarde
52111;"14:28:30";14;28;30;Tarde
52112;"14:28:31";14;28;31;Tarde
52113;"14:28:32";14;28;32;Tarde
52114;"14:28:33";14;28;33;Tarde
52115;"14:28:34";14;28;34;Tarde
52116;"14:28:35";14;28;35;Tarde
52117;"14:28:36";14;28;36;Tarde
52118;"14:28:37";14;28;37;Tarde
52119;"14:28:38";14;28;38;Tarde
52120;"14:28:39";14;28;39;Tarde
52121;"14:28:40";14;28;40;Tarde
52122;"14:28:41";14;28;41;Tarde
52123;"14:28:42";14;28;42;Tarde
52124;"14:28:43";14;28;43;Tarde
52125;"14:28:44";14;28;44;Tarde
52126;"14:28:45";14;28;45;Tarde
52127;"14:28:46";14;28;46;Tarde
52128;"14:28:47";14;28;47;Tarde
52129;"14:28:48";14;28;48;Tarde
52130;"14:28:49";14;28;49;Tarde
52131;"14:28:50";14;28;50;Tarde
52132;"14:28:51";14;28;51;Tarde
52133;"14:28:52";14;28;52;Tarde
52134;"14:28:53";14;28;53;Tarde
52135;"14:28:54";14;28;54;Tarde
52136;"14:28:55";14;28;55;Tarde
52137;"14:28:56";14;28;56;Tarde
52138;"14:28:57";14;28;57;Tarde
52139;"14:28:58";14;28;58;Tarde
52140;"14:28:59";14;28;59;Tarde
52141;"14:29:00";14;29;0;Tarde
52142;"14:29:01";14;29;1;Tarde
52143;"14:29:02";14;29;2;Tarde
52144;"14:29:03";14;29;3;Tarde
52145;"14:29:04";14;29;4;Tarde
52146;"14:29:05";14;29;5;Tarde
52147;"14:29:06";14;29;6;Tarde
52148;"14:29:07";14;29;7;Tarde
52149;"14:29:08";14;29;8;Tarde
52150;"14:29:09";14;29;9;Tarde
52151;"14:29:10";14;29;10;Tarde
52152;"14:29:11";14;29;11;Tarde
52153;"14:29:12";14;29;12;Tarde
52154;"14:29:13";14;29;13;Tarde
52155;"14:29:14";14;29;14;Tarde
52156;"14:29:15";14;29;15;Tarde
52157;"14:29:16";14;29;16;Tarde
52158;"14:29:17";14;29;17;Tarde
52159;"14:29:18";14;29;18;Tarde
52160;"14:29:19";14;29;19;Tarde
52161;"14:29:20";14;29;20;Tarde
52162;"14:29:21";14;29;21;Tarde
52163;"14:29:22";14;29;22;Tarde
52164;"14:29:23";14;29;23;Tarde
52165;"14:29:24";14;29;24;Tarde
52166;"14:29:25";14;29;25;Tarde
52167;"14:29:26";14;29;26;Tarde
52168;"14:29:27";14;29;27;Tarde
52169;"14:29:28";14;29;28;Tarde
52170;"14:29:29";14;29;29;Tarde
52171;"14:29:30";14;29;30;Tarde
52172;"14:29:31";14;29;31;Tarde
52173;"14:29:32";14;29;32;Tarde
52174;"14:29:33";14;29;33;Tarde
52175;"14:29:34";14;29;34;Tarde
52176;"14:29:35";14;29;35;Tarde
52177;"14:29:36";14;29;36;Tarde
52178;"14:29:37";14;29;37;Tarde
52179;"14:29:38";14;29;38;Tarde
52180;"14:29:39";14;29;39;Tarde
52181;"14:29:40";14;29;40;Tarde
52182;"14:29:41";14;29;41;Tarde
52183;"14:29:42";14;29;42;Tarde
52184;"14:29:43";14;29;43;Tarde
52185;"14:29:44";14;29;44;Tarde
52186;"14:29:45";14;29;45;Tarde
52187;"14:29:46";14;29;46;Tarde
52188;"14:29:47";14;29;47;Tarde
52189;"14:29:48";14;29;48;Tarde
52190;"14:29:49";14;29;49;Tarde
52191;"14:29:50";14;29;50;Tarde
52192;"14:29:51";14;29;51;Tarde
52193;"14:29:52";14;29;52;Tarde
52194;"14:29:53";14;29;53;Tarde
52195;"14:29:54";14;29;54;Tarde
52196;"14:29:55";14;29;55;Tarde
52197;"14:29:56";14;29;56;Tarde
52198;"14:29:57";14;29;57;Tarde
52199;"14:29:58";14;29;58;Tarde
52200;"14:29:59";14;29;59;Tarde
52201;"14:30:00";14;30;0;Tarde
52202;"14:30:01";14;30;1;Tarde
52203;"14:30:02";14;30;2;Tarde
52204;"14:30:03";14;30;3;Tarde
52205;"14:30:04";14;30;4;Tarde
52206;"14:30:05";14;30;5;Tarde
52207;"14:30:06";14;30;6;Tarde
52208;"14:30:07";14;30;7;Tarde
52209;"14:30:08";14;30;8;Tarde
52210;"14:30:09";14;30;9;Tarde
52211;"14:30:10";14;30;10;Tarde
52212;"14:30:11";14;30;11;Tarde
52213;"14:30:12";14;30;12;Tarde
52214;"14:30:13";14;30;13;Tarde
52215;"14:30:14";14;30;14;Tarde
52216;"14:30:15";14;30;15;Tarde
52217;"14:30:16";14;30;16;Tarde
52218;"14:30:17";14;30;17;Tarde
52219;"14:30:18";14;30;18;Tarde
52220;"14:30:19";14;30;19;Tarde
52221;"14:30:20";14;30;20;Tarde
52222;"14:30:21";14;30;21;Tarde
52223;"14:30:22";14;30;22;Tarde
52224;"14:30:23";14;30;23;Tarde
52225;"14:30:24";14;30;24;Tarde
52226;"14:30:25";14;30;25;Tarde
52227;"14:30:26";14;30;26;Tarde
52228;"14:30:27";14;30;27;Tarde
52229;"14:30:28";14;30;28;Tarde
52230;"14:30:29";14;30;29;Tarde
52231;"14:30:30";14;30;30;Tarde
52232;"14:30:31";14;30;31;Tarde
52233;"14:30:32";14;30;32;Tarde
52234;"14:30:33";14;30;33;Tarde
52235;"14:30:34";14;30;34;Tarde
52236;"14:30:35";14;30;35;Tarde
52237;"14:30:36";14;30;36;Tarde
52238;"14:30:37";14;30;37;Tarde
52239;"14:30:38";14;30;38;Tarde
52240;"14:30:39";14;30;39;Tarde
52241;"14:30:40";14;30;40;Tarde
52242;"14:30:41";14;30;41;Tarde
52243;"14:30:42";14;30;42;Tarde
52244;"14:30:43";14;30;43;Tarde
52245;"14:30:44";14;30;44;Tarde
52246;"14:30:45";14;30;45;Tarde
52247;"14:30:46";14;30;46;Tarde
52248;"14:30:47";14;30;47;Tarde
52249;"14:30:48";14;30;48;Tarde
52250;"14:30:49";14;30;49;Tarde
52251;"14:30:50";14;30;50;Tarde
52252;"14:30:51";14;30;51;Tarde
52253;"14:30:52";14;30;52;Tarde
52254;"14:30:53";14;30;53;Tarde
